ID,ESTACAO_IDA,ESTACAO_CHEGADA,DATA_VIAGEM,HORARIO_SAIDA,HORARIO_CHEGADA,TEMPO_ESPERADO_DA_VIAGEM,ATRASO,QTD_PASSAGEIROS,PCT_PRIMEIRA_CLASSE,PCT_COMPRAS_ANTECIPADAS,PRECO_MEDIO,PCT_PEDIDOS_REEMBOLSO,MOTIVO_ATRASO
90,Birmingham New Street,Manchester Piccadilly,2024-03-28,11:15:00,12:35:00,80,5,1,0.0,0.0,11.0,100.0,Technical Issue
91,Birmingham New Street,Manchester Piccadilly,2024-03-30,11:15:00,12:35:00,80,29,2,100.0,50.0,24.0,100.0,Technical Issue
92,Birmingham New Street,Manchester Piccadilly,2024-03-31,11:15:00,12:35:00,80,3,1,0.0,0.0,11.0,100.0,Technical Issue
93,Birmingham New Street,Manchester Piccadilly,2024-04-02,11:15:00,12:35:00,80,29,1,0.0,0.0,11.0,100.0,Technical Issue
94,Birmingham New Street,Manchester Piccadilly,2024-04-04,11:15:00,12:35:00,80,23,1,0.0,100.0,7.0,100.0,Technical Issue
95,Birmingham New Street,Manchester Piccadilly,2024-04-05,11:15:00,12:35:00,80,13,1,0.0,0.0,11.0,100.0,Technical Issue
96,Birmingham New Street,Manchester Piccadilly,2024-04-08,11:15:00,12:35:00,80,20,1,0.0,0.0,11.0,100.0,Technical Issue
97,Birmingham New Street,Manchester Piccadilly,2024-04-11,11:15:00,12:35:00,80,37,3,0.0,66.7,8.3,100.0,Technical Issue
98,Birmingham New Street,Manchester Piccadilly,2024-04-14,11:15:00,12:35:00,80,12,1,0.0,0.0,11.0,100.0,Technical Issue
99,Birmingham New Street,Manchester Piccadilly,2024-04-15,11:15:00,12:35:00,80,34,2,0.0,0.0,11.0,100.0,Technical Issue
100,Birmingham New Street,Manchester Piccadilly,2024-04-16,11:15:00,12:35:00,80,24,1,0.0,100.0,7.0,100.0,Technical Issue
101,Birmingham New Street,Manchester Piccadilly,2024-04-18,11:15:00,12:35:00,80,43,2,50.0,100.0,13.0,100.0,Technical Issue
102,Birmingham New Street,Manchester Piccadilly,2024-04-19,11:15:00,12:35:00,80,17,1,0.0,100.0,7.0,100.0,Technical Issue
103,Birmingham New Street,Manchester Piccadilly,2024-04-20,11:15:00,12:35:00,80,44,2,0.0,50.0,9.0,100.0,Technical Issue
104,Birmingham New Street,Manchester Piccadilly,2024-04-21,11:15:00,12:35:00,80,17,1,0.0,0.0,11.0,100.0,Technical Issue
105,Birmingham New Street,Manchester Piccadilly,2024-04-23,11:15:00,12:35:00,80,8,1,100.0,100.0,19.0,100.0,Technical Issue
106,Birmingham New Street,Manchester Piccadilly,2024-04-24,11:15:00,12:35:00,80,2,1,100.0,0.0,29.0,100.0,Technical Issue
107,Birmingham New Street,Manchester Piccadilly,2024-04-25,11:15:00,12:35:00,80,19,1,0.0,100.0,7.0,100.0,Technical Issue
108,Birmingham New Street,Manchester Piccadilly,2024-04-28,11:15:00,12:35:00,80,32,1,0.0,0.0,11.0,100.0,Technical Issue
109,Birmingham New Street,Manchester Piccadilly,2024-04-30,11:15:00,12:35:00,80,14,1,0.0,0.0,11.0,100.0,Technical Issue
110,Edinburgh Waverley,London Kings Cross,2024-01-03,15:30:00,19:50:00,260,20,1,0.0,0.0,43.0,100.0,Staffing
111,Edinburgh Waverley,London Kings Cross,2024-01-04,15:30:00,19:50:00,260,14,1,0.0,0.0,43.0,100.0,Staffing
112,Edinburgh Waverley,London Kings Cross,2024-01-10,15:30:00,19:50:00,260,21,1,0.0,0.0,43.0,100.0,Staffing
113,Edinburgh Waverley,London Kings Cross,2024-01-16,15:30:00,19:50:00,260,2,1,0.0,0.0,43.0,100.0,Staffing
114,Edinburgh Waverley,London Kings Cross,2024-01-18,15:30:00,19:50:00,260,22,1,0.0,0.0,43.0,100.0,Staffing
115,Edinburgh Waverley,London Kings Cross,2024-01-19,15:30:00,19:50:00,260,8,1,0.0,0.0,43.0,100.0,Staffing
116,Edinburgh Waverley,London Kings Cross,2024-01-21,15:30:00,19:50:00,260,1,1,0.0,100.0,29.0,100.0,Staffing
117,Edinburgh Waverley,London Kings Cross,2024-01-22,15:30:00,19:50:00,260,17,1,100.0,0.0,96.0,100.0,Staffing
118,Edinburgh Waverley,London Kings Cross,2024-01-25,15:30:00,19:50:00,260,25,1,0.0,0.0,43.0,100.0,Staffing
119,Edinburgh Waverley,London Kings Cross,2024-01-26,15:30:00,19:50:00,260,17,2,50.0,0.0,69.5,100.0,Staffing
120,Edinburgh Waverley,London Kings Cross,2024-01-28,15:30:00,19:50:00,260,2,1,0.0,0.0,43.0,100.0,Staffing
121,Edinburgh Waverley,London Kings Cross,2024-01-30,15:30:00,19:50:00,260,7,1,0.0,100.0,29.0,100.0,Staffing
122,Edinburgh Waverley,London Kings Cross,2024-02-01,15:30:00,19:50:00,260,17,1,100.0,0.0,96.0,100.0,Staffing
123,Edinburgh Waverley,London Kings Cross,2024-02-04,15:30:00,19:50:00,260,18,1,0.0,100.0,29.0,100.0,Staffing
124,Edinburgh Waverley,London Kings Cross,2024-02-18,15:30:00,19:50:00,260,23,1,0.0,100.0,29.0,100.0,Staffing
125,Edinburgh Waverley,London Kings Cross,2024-02-19,15:30:00,19:50:00,260,11,1,0.0,100.0,29.0,100.0,Staffing
126,Edinburgh Waverley,London Kings Cross,2024-02-21,15:30:00,19:50:00,260,13,1,0.0,100.0,29.0,100.0,Staffing
127,Edinburgh Waverley,London Kings Cross,2024-02-22,15:30:00,19:50:00,260,2,1,100.0,100.0,64.0,100.0,Staffing
128,Edinburgh Waverley,London Kings Cross,2024-02-23,15:30:00,19:50:00,260,19,1,0.0,100.0,29.0,100.0,Staffing
129,Edinburgh Waverley,London Kings Cross,2024-02-26,15:30:00,19:50:00,260,13,1,0.0,0.0,43.0,100.0,Staffing
130,Edinburgh Waverley,London Kings Cross,2024-02-28,15:30:00,19:50:00,260,22,1,0.0,100.0,29.0,100.0,Staffing
131,Edinburgh Waverley,London Kings Cross,2024-02-29,15:30:00,19:50:00,260,5,2,50.0,100.0,46.5,100.0,Staffing
132,Edinburgh Waverley,London Kings Cross,2024-03-05,15:30:00,19:50:00,260,10,1,0.0,100.0,29.0,100.0,Staffing
133,Edinburgh Waverley,London Kings Cross,2024-03-06,15:30:00,19:50:00,260,11,1,0.0,0.0,43.0,100.0,Staffing
134,Edinburgh Waverley,London Kings Cross,2024-03-13,15:30:00,19:50:00,260,9,1,0.0,0.0,43.0,100.0,Staffing
135,Edinburgh Waverley,London Kings Cross,2024-03-14,15:30:00,19:50:00,260,26,2,0.0,100.0,29.0,100.0,Staffing
136,Edinburgh Waverley,London Kings Cross,2024-03-17,15:30:00,19:50:00,260,5,1,0.0,100.0,29.0,100.0,Staffing
137,Edinburgh Waverley,London Kings Cross,2024-03-18,15:30:00,19:50:00,260,21,3,0.0,100.0,29.0,100.0,Staffing
138,Edinburgh Waverley,London Kings Cross,2024-03-20,15:30:00,19:50:00,260,25,1,0.0,0.0,43.0,100.0,Staffing
139,Edinburgh Waverley,London Kings Cross,2024-03-22,15:30:00,19:50:00,260,21,1,0.0,100.0,29.0,100.0,Staffing
140,Edinburgh Waverley,London Kings Cross,2024-03-24,15:30:00,19:50:00,260,18,2,0.0,50.0,36.0,100.0,Staffing
141,Edinburgh Waverley,London Kings Cross,2024-03-29,15:30:00,19:50:00,260,23,1,0.0,0.0,43.0,100.0,Staffing
142,Edinburgh Waverley,London Kings Cross,2024-03-30,15:30:00,19:50:00,260,20,1,0.0,0.0,43.0,100.0,Staffing
143,Edinburgh Waverley,London Kings Cross,2024-04-02,15:30:00,19:50:00,260,2,1,100.0,100.0,64.0,100.0,Staffing
144,Edinburgh Waverley,London Kings Cross,2024-04-04,15:30:00,19:50:00,260,20,1,0.0,100.0,29.0,100.0,Staffing
145,Edinburgh Waverley,London Kings Cross,2024-04-06,15:30:00,19:50:00,260,1,1,0.0,0.0,43.0,100.0,Staffing
146,Edinburgh Waverley,London Kings Cross,2024-04-08,15:30:00,19:50:00,260,21,2,0.0,0.0,43.0,100.0,Staffing
147,Edinburgh Waverley,London Kings Cross,2024-04-09,15:30:00,19:50:00,260,26,2,0.0,50.0,36.0,100.0,Staffing
148,Edinburgh Waverley,London Kings Cross,2024-04-16,15:30:00,19:50:00,260,8,1,0.0,100.0,29.0,100.0,Staffing
149,Edinburgh Waverley,London Kings Cross,2024-04-18,15:30:00,19:50:00,260,7,1,0.0,0.0,43.0,100.0,Staffing
150,Edinburgh Waverley,London Kings Cross,2024-04-19,15:30:00,19:50:00,260,7,1,0.0,0.0,43.0,100.0,Staffing
151,Edinburgh Waverley,London Kings Cross,2024-04-26,15:30:00,19:50:00,260,28,1,0.0,100.0,29.0,100.0,Staffing
152,Edinburgh Waverley,London Kings Cross,2024-04-27,15:30:00,19:50:00,260,16,1,0.0,100.0,29.0,100.0,Staffing
153,Liverpool Lime Street,London Euston,2024-01-01,08:00:00,10:15:00,135,24,1,0.0,0.0,151.0,0.0,Weather
154,Liverpool Lime Street,London Euston,2024-01-03,08:00:00,10:15:00,135,54,7,0.0,42.9,118.9,0.0,Weather
155,Liverpool Lime Street,London Euston,2024-01-03,15:30:00,17:45:00,135,29,1,0.0,100.0,76.0,100.0,Staffing
156,Liverpool Lime Street,London Euston,2024-01-03,17:30:00,19:45:00,135,25,1,0.0,100.0,50.0,100.0,Technical Issue
157,Liverpool Lime Street,London Euston,2024-01-04,17:30:00,19:45:00,135,18,4,0.0,50.0,75.5,100.0,Technical Issue
158,Liverpool Lime Street,London Euston,2024-01-05,08:00:00,10:15:00,135,59,5,0.0,20.0,136.0,0.0,Technical Issue
159,Liverpool Lime Street,London Euston,2024-01-05,17:30:00,19:45:00,135,4,1,0.0,0.0,101.0,100.0,Technical Issue
160,Liverpool Lime Street,London Euston,2024-01-07,08:00:00,10:15:00,135,56,7,0.0,57.1,91.9,0.0,Weather
161,Liverpool Lime Street,London Euston,2024-01-07,09:30:00,11:45:00,135,19,1,0.0,100.0,50.0,100.0,Traffic
162,Liverpool Lime Street,London Euston,2024-01-08,08:00:00,10:15:00,135,11,4,0.0,0.0,151.0,0.0,Staff Shortage
163,Liverpool Lime Street,London Euston,2024-01-08,17:30:00,19:45:00,135,8,1,0.0,0.0,101.0,100.0,Technical Issue
164,Liverpool Lime Street,London Euston,2024-01-09,08:00:00,10:15:00,135,32,5,40.0,40.0,154.6,0.0,Technical Issue
165,Liverpool Lime Street,London Euston,2024-01-09,15:30:00,17:45:00,135,22,1,0.0,0.0,113.0,100.0,Staffing
166,Liverpool Lime Street,London Euston,2024-01-09,17:30:00,19:45:00,135,29,1,100.0,100.0,78.0,100.0,Technical Issue
167,Liverpool Lime Street,London Euston,2024-01-10,09:30:00,11:45:00,135,17,1,0.0,0.0,76.0,100.0,Traffic
168,Liverpool Lime Street,London Euston,2024-01-10,17:30:00,19:45:00,135,21,1,0.0,100.0,50.0,100.0,Technical Issue
169,Liverpool Lime Street,London Euston,2024-01-11,08:00:00,10:15:00,135,52,11,0.0,54.5,110.1,0.0,Weather
170,Liverpool Lime Street,London Euston,2024-01-11,09:30:00,11:45:00,135,21,1,100.0,0.0,118.0,100.0,Traffic
171,Liverpool Lime Street,London Euston,2024-01-11,15:30:00,17:45:00,135,19,1,0.0,0.0,113.0,100.0,Staffing
172,Liverpool Lime Street,London Euston,2024-01-12,17:30:00,19:45:00,135,19,1,0.0,100.0,50.0,100.0,Technical Issue
173,Liverpool Lime Street,London Euston,2024-01-13,08:00:00,10:15:00,135,55,5,20.0,40.0,106.6,0.0,Weather
174,Liverpool Lime Street,London Euston,2024-01-13,17:30:00,19:45:00,135,20,1,0.0,0.0,76.0,100.0,Technical Issue
175,Liverpool Lime Street,London Euston,2024-01-14,08:00:00,10:15:00,135,49,6,16.7,33.3,111.2,0.0,Weather
176,Liverpool Lime Street,London Euston,2024-01-15,08:00:00,10:15:00,135,45,7,14.3,57.1,114.1,0.0,Staffing
177,Liverpool Lime Street,London Euston,2024-01-15,09:30:00,11:45:00,135,10,1,0.0,100.0,50.0,100.0,Traffic
178,Liverpool Lime Street,London Euston,2024-01-15,17:30:00,19:45:00,135,16,2,50.0,0.0,129.0,50.0,Technical Issue
179,Liverpool Lime Street,London Euston,2024-01-16,17:30:00,19:45:00,135,19,1,0.0,0.0,101.0,100.0,Technical Issue
180,Liverpool Lime Street,London Euston,2024-01-17,08:00:00,10:15:00,135,58,5,20.0,60.0,114.4,0.0,Weather
181,Liverpool Lime Street,London Euston,2024-01-18,08:00:00,10:15:00,135,56,9,11.1,55.6,118.7,0.0,Weather
182,Liverpool Lime Street,London Euston,2024-01-18,17:30:00,19:45:00,135,7,1,0.0,0.0,101.0,100.0,Technical Issue
183,Liverpool Lime Street,London Euston,2024-01-19,08:00:00,10:15:00,135,58,14,7.1,21.4,140.9,0.0,Weather
184,Liverpool Lime Street,London Euston,2024-01-19,17:30:00,19:45:00,135,29,1,0.0,0.0,101.0,100.0,Technical Issue
185,Liverpool Lime Street,London Euston,2024-01-20,08:00:00,10:15:00,135,49,10,10.0,40.0,104.5,0.0,Weather
186,Liverpool Lime Street,London Euston,2024-01-20,17:30:00,19:45:00,135,16,3,0.0,66.7,58.7,100.0,Technical Issue
187,Liverpool Lime Street,London Euston,2024-01-22,09:30:00,11:45:00,135,12,2,50.0,50.0,77.0,100.0,Traffic
188,Liverpool Lime Street,London Euston,2024-01-22,17:30:00,19:45:00,135,29,1,0.0,100.0,50.0,100.0,Technical Issue
189,Liverpool Lime Street,London Euston,2024-01-24,08:00:00,10:15:00,135,11,7,0.0,42.9,118.9,0.0,Weather
190,Liverpool Lime Street,London Euston,2024-01-24,17:30:00,19:45:00,135,27,1,0.0,100.0,50.0,100.0,Technical Issue
191,Liverpool Lime Street,London Euston,2024-01-25,08:00:00,10:15:00,135,13,6,0.0,33.3,126.0,0.0,Weather
192,Liverpool Lime Street,London Euston,2024-01-26,09:30:00,11:45:00,135,19,1,0.0,0.0,76.0,100.0,Traffic
193,Liverpool Lime Street,London Euston,2024-01-27,08:00:00,10:15:00,135,60,9,0.0,33.3,100.7,0.0,Weather
194,Liverpool Lime Street,London Euston,2024-01-27,17:30:00,19:45:00,135,15,1,0.0,0.0,76.0,100.0,Technical Issue
195,Liverpool Lime Street,London Euston,2024-01-28,08:00:00,10:15:00,135,27,12,16.7,41.7,104.6,0.0,Weather
196,Liverpool Lime Street,London Euston,2024-01-28,15:30:00,17:45:00,135,28,1,0.0,0.0,113.0,100.0,Staffing
197,Liverpool Lime Street,London Euston,2024-01-29,08:00:00,10:15:00,135,51,7,28.6,57.1,126.1,0.0,Weather
198,Liverpool Lime Street,London Euston,2024-01-29,09:30:00,11:45:00,135,15,1,0.0,0.0,76.0,100.0,Traffic
199,Liverpool Lime Street,London Euston,2024-01-29,15:30:00,17:45:00,135,11,1,0.0,0.0,113.0,100.0,Staffing
200,Liverpool Lime Street,London Euston,2024-01-29,17:30:00,19:45:00,135,11,2,0.0,100.0,50.0,100.0,Technical Issue
201,Liverpool Lime Street,London Euston,2024-01-30,08:00:00,10:15:00,135,41,3,0.0,33.3,126.0,0.0,Weather
202,Liverpool Lime Street,London Euston,2024-01-30,17:30:00,19:45:00,135,3,1,0.0,100.0,50.0,100.0,Technical Issue
203,Liverpool Lime Street,London Euston,2024-01-31,08:00:00,10:15:00,135,15,6,0.0,0.0,151.0,0.0,Signal failure
204,Liverpool Lime Street,London Euston,2024-01-31,17:30:00,19:45:00,135,15,1,0.0,0.0,101.0,100.0,Technical Issue
205,Liverpool Lime Street,London Euston,2024-02-01,08:00:00,10:15:00,135,53,6,0.0,66.7,101.0,0.0,Weather
206,Liverpool Lime Street,London Euston,2024-02-02,08:00:00,10:15:00,135,43,8,12.5,37.5,133.4,0.0,Weather Conditions
207,Liverpool Lime Street,London Euston,2024-02-02,15:30:00,17:45:00,135,11,1,0.0,100.0,76.0,100.0,Staffing
